0.030094553	-0.054979086	0.012695246	0.047163483	0.05801116	0.017730234	0.026316097	-0.09701926	-0.0072977487	-0.03331027	-0.05235251	0.04536375	-0.17427824	0.021257004	0.017541021	-0.024522934
0.2015236	-0.26578024	-0.23731636	-0.21022937	-0.0723756	-0.23763643	0.2192549	-0.2795241	0.23153237	0.16239426	0.16052033	-0.10507459	-0.4067814	-0.17504832	-0.20490722	0.114545405
0.06265212	-0.1723312	-0.08267105	-0.029718839	0.14340618	-0.041842435	0.11241726	-0.17857309	-0.0345592	-0.012118502	-0.05432246	0.030001186	-0.31545013	0.04223222	-0.0009916453	-0.117598504
0.003452003	0.011864532	0.046914313	-0.0029620528	-0.024004532	-0.008012451	0.012890745	0.024528924	0.037981894	0.013037194	-0.0034752004	0.036368225	-0.03714756	0.038688194	-0.008048452	-0.025789453
0.034678627	-0.07312087	-0.0005244928	0.089142345	0.1774169	0.04503803	0.13063128	-0.14807299	-0.085477926	-0.1187105	-0.0911997	0.14546718	-0.3241826	0.10755311	-0.019803096	-0.15686552
-0.012252592	-0.021486329	0.035703238	0.11329104	0.22646302	0.093821116	0.038391378	-0.0699899	-0.10998628	-0.100213274	-0.081744745	0.15880947	-0.2957112	0.13828474	0.09121923	-0.14161204
0.012420873	-0.03849144	-0.037875652	0.09506033	0.18155564	-0.012896297	0.12742545	-0.107827045	-0.09401859	-0.06298048	-0.0740195	0.10912948	-0.3354886	0.12717961	0.07710539	-0.09930018
0.04084625	-0.11124862	-0.10083019	-0.0015464943	0.1566922	-0.041640062	0.10338721	-0.18115067	-0.016369903	-0.02497075	0.028355949	0.0755086	-0.3460086	0.073498465	-0.041314065	-0.104890876
0.051295124	-0.13754895	-0.08544189	-0.017797872	0.06622544	-0.09089066	0.09873745	-0.1908982	0.0011762129	0.06932901	0.061461322	-0.0018835557	-0.25448728	0.021312902	-0.027917046	-0.059352797
-0.031572003	-0.028213887	-0.05282767	0.09634027	0.19071293	0.007176509	0.031964518	-0.09953556	-0.041350782	-0.122152604	-0.095333986	0.15356106	-0.32852665	0.09911115	0.022483367	-0.16742618
0.044477746	-0.10811481	0.004899319	0.0024646209	0.065287784	-0.07860359	0.06415676	-0.09416376	-0.0051792255	-0.01300627	0.039752733	-5.2401247e-05	-0.27336138	0.06891153	-0.020901255	-0.093747206
0.042899005	-0.10212287	-0.00036187196	0.01717809	0.14653262	0.015433071	0.12613115	-0.11686119	-0.043832168	-0.022421975	-0.08430983	0.14130794	-0.3305882	0.098294936	-0.0014041639	-0.13419424
-0.04406544	0.033943042	0.11737606	0.07124253	0.23936142	0.093752734	-0.02907888	0.02254618	-0.068347946	-0.09269532	-0.05283221	0.12453747	-0.15391223	0.12736362	0.06841974	-0.13241762
-0.009927139	-0.022660308	0.05408578	0.04280668	0.08801633	-0.0146817975	0.090351775	-0.03794765	-0.05247236	-0.065935545	-0.050844986	-0.008144319	-0.1225184	0.056493115	0.029794682	-0.04322644
0.005400427	-0.03098	-0.058695935	-0.059396643	0.0854639	-0.060737837	0.10082999	-0.08949592	0.029802442	0.04206727	0.013457243	0.027730446	-0.22873138	0.023372637	0.008648537	-0.06386834
